# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_truncation	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_truncation	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_exon_loss_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_canonical_start_codon	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
jgi.p|Rhisto1|152646	gene_10375	mRNA_10375	protein_coding	0	1	1	108	0	0	0	0	1	0	0	0	0	66	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	41
jgi.p|Rhisto1|152661	gene_10376	mRNA_10376	protein_coding	0	6	0	132	0	0	0	0	0	0	0	0	0	42	0	0	0	3	0	0	0	0	0	0	0	0	0	0	6	87
jgi.p|Rhisto1|152701	gene_10377	mRNA_10377	protein_coding	3	1	1	144	0	4	0	0	4	0	0	0	0	53	0	3	0	0	1	0	0	0	0	1	0	0	0	0	0	83
jgi.p|Rhisto1|152741	gene_10381	mRNA_10381	protein_coding	0	2	0	121	0	0	0	0	0	0	0	0	0	75	0	0	0	7	0	0	0	0	0	1	0	0	0	0	1	40
jgi.p|Rhisto1|153712	gene_10414	mRNA_10414	protein_coding	10	1	2	134	0	1	0	0	0	0	0	2	0	61	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1	72
jgi.p|Rhisto1|155523	gene_10481	mRNA_10481	protein_coding	0	2	0	106	0	0	0	0	2	0	0	0	0	55	0	0	0	12	0	0	0	0	0	2	0	0	0	0	0	39
jgi.p|Rhisto1|155610	gene_10485	mRNA_10485	protein_coding	1	2	1	90	0	0	0	0	1	0	0	0	1	46	0	1	0	5	0	0	0	0	0	1	0	0	0	0	1	39
jgi.p|Rhisto1|155611	gene_10486	mRNA_10486	protein_coding	0	1	3	80	0	0	0	0	0	0	0	0	0	46	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	34
jgi.p|Rhisto1|155882	gene_10493	mRNA_10493	protein_coding	0	1	1	65	0	1	0	0	1	0	0	0	0	29	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	33
jgi.p|Rhisto1|15639	gene_451	mRNA_451	protein_coding	0	1	2	62	0	9	0	0	0	0	0	0	0	33	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	20
jgi.p|Rhisto1|156605	gene_10527	mRNA_10527	protein_coding	7	19	2	107	0	0	0	0	5	0	0	0	0	31	0	7	0	9	2	0	0	0	0	1	0	0	0	0	18	63
jgi.p|Rhisto1|156796	gene_10536	mRNA_10536	protein_coding	3	17	11	200	0	14	2	0	19	0	0	0	0	68	0	3	0	11	11	0	0	0	0	2	0	0	0	0	13	90
jgi.p|Rhisto1|157056	gene_10545	mRNA_10545	protein_coding	0	4	1	88	0	0	0	0	1	0	0	0	0	26	0	0	0	4	1	0	0	0	0	1	0	0	0	0	3	58
jgi.p|Rhisto1|157434	gene_10563	mRNA_10563	protein_coding	0	0	1	79	0	2	0	0	7	0	0	0	0	20	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	48
jgi.p|Rhisto1|159179	gene_1167	mRNA_1167	protein_coding	0	0	0	21	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
jgi.p|Rhisto1|160020	gene_1191	mRNA_1191	protein_coding	0	11	0	193	0	8	0	0	0	0	0	0	0	81	0	0	0	23	0	0	0	0	0	9	0	0	0	0	2	90
jgi.p|Rhisto1|160915	gene_1207	mRNA_1207	protein_coding	0	0	0	46	0	4	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
jgi.p|Rhisto1|160922	gene_1206	mRNA_1206	protein_coding	0	1	1	60	0	0	0	0	0	0	0	0	0	22	0	0	0	8	1	0	0	0	0	1	0	0	0	0	0	31
jgi.p|Rhisto1|161293	gene_1217	mRNA_1217	protein_coding	0	5	1	87	0	5	0	0	3	0	0	0	0	45	0	0	0	3	1	0	0	0	0	3	0	0	0	0	2	34
jgi.p|Rhisto1|16130	gene_471	mRNA_471	protein_coding	3	0	4	141	0	1	0	0	4	0	0	0	0	53	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	83
jgi.p|Rhisto1|16143	gene_473	mRNA_473	protein_coding	1	0	2	92	0	1	0	0	1	0	0	0	0	30	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	60
jgi.p|Rhisto1|161453	gene_1223	mRNA_1223	protein_coding	2	3	2	137	0	2	0	0	0	0	0	0	1	62	0	2	0	7	1	0	0	0	0	0	0	0	0	0	3	66
jgi.p|Rhisto1|161571	gene_1229	mRNA_1229	protein_coding	0	10	7	63	0	0	0	0	0	1	0	0	0	31	0	0	0	5	6	0	0	0	0	0	0	0	0	0	10	27
jgi.p|Rhisto1|161638	gene_1237	mRNA_1237	protein_coding	0	0	2	61	0	0	0	0	0	0	0	0	0	23	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	38
jgi.p|Rhisto1|161659	gene_1241	mRNA_1241	protein_coding	0	3	0	67	0	0	0	0	0	0	0	0	0	39	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	28
jgi.p|Rhisto1|161668	gene_1240	mRNA_1240	protein_coding	0	0	0	62	0	3	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37
jgi.p|Rhisto1|161929	gene_1253	mRNA_1253	protein_coding	3	1	0	74	0	4	0	0	1	0	0	0	0	28	0	0	0	9	0	0	0	3	0	0	0	0	0	0	1	35
jgi.p|Rhisto1|162054	gene_1256	mRNA_1256	protein_coding	0	0	1	91	0	0	0	0	1	0	0	0	0	33	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	57
jgi.p|Rhisto1|162407	gene_1265	mRNA_1265	protein_coding	3	3	1	80	0	0	0	0	2	0	0	0	0	42	0	3	0	3	1	0	0	0	0	3	3	0	0	0	0	36
jgi.p|Rhisto1|162495	gene_1268	mRNA_1268	protein_coding	0	1	0	80	0	3	0	0	0	0	0	0	0	33	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	41
jgi.p|Rhisto1|163082	gene_1283	mRNA_1283	protein_coding	0	1	0	57	0	2	0	0	0	0	0	0	0	23	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	24
jgi.p|Rhisto1|163249	gene_1287	mRNA_1287	protein_coding	0	3	3	68	0	1	0	0	0	0	0	0	0	31	0	0	0	12	3	0	0	0	0	3	0	0	0	0	0	27
jgi.p|Rhisto1|16327	gene_478	mRNA_478	protein_coding	0	0	1	69	0	2	0	0	0	0	0	0	0	56	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	10
jgi.p|Rhisto1|163738	gene_1307	mRNA_1307	protein_coding	0	1	0	41	0	0	0	0	0	0	0	0	0	13	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	24
jgi.p|Rhisto1|163877	gene_1310	mRNA_1310	protein_coding	0	1	3	66	0	0	0	0	0	0	0	0	0	22	0	0	0	15	3	0	0	0	0	0	0	0	0	0	1	29
jgi.p|Rhisto1|164181	gene_1320	mRNA_1320	protein_coding	0	1	2	71	0	0	0	0	1	0	0	1	0	14	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	56
jgi.p|Rhisto1|165218	gene_1338	mRNA_1338	protein_coding	0	0	0	50	0	0	0	0	2	0	0	0	0	22	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	25
jgi.p|Rhisto1|165271	gene_1340	mRNA_1340	protein_coding	0	4	0	84	0	0	0	0	3	0	0	0	0	27	0	0	0	6	0	0	0	0	0	3	0	0	0	0	1	51
jgi.p|Rhisto1|165282	gene_1339	mRNA_1339	protein_coding	1	1	2	47	0	0	0	0	1	0	2	0	0	17	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	28
jgi.p|Rhisto1|165292	gene_1341	mRNA_1341	protein_coding	0	0	0	85	0	0	0	0	5	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
jgi.p|Rhisto1|165325	gene_1342	mRNA_1342	protein_coding	0	1	0	86	0	0	0	0	4	0	0	0	0	28	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	46
jgi.p|Rhisto1|1655	gene_48	mRNA_48	protein_coding	2	2	0	62	0	0	0	0	2	0	0	0	0	32	0	0	0	3	0	0	0	0	1	0	1	0	0	0	2	26
jgi.p|Rhisto1|165704	gene_1358	mRNA_1358	protein_coding	0	10	2	155	0	0	0	0	0	0	0	0	0	54	0	0	0	25	2	0	0	0	0	6	0	0	0	0	4	82
jgi.p|Rhisto1|166557	gene_1373	mRNA_1373	protein_coding	1	3	1	86	0	0	0	0	5	0	0	0	0	35	0	1	0	0	1	0	0	0	0	0	1	0	0	0	3	46
jgi.p|Rhisto1|166902	gene_1385	mRNA_1385	protein_coding	0	4	5	140	0	0	0	0	0	0	0	0	0	82	0	0	0	4	5	0	0	0	0	0	0	0	0	0	4	54
jgi.p|Rhisto1|167228	gene_1391	mRNA_1391	protein_coding	0	0	0	96	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
jgi.p|Rhisto1|169813	gene_1466	mRNA_1466	protein_coding	0	0	2	92	0	0	0	0	0	0	0	0	0	35	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	53
jgi.p|Rhisto1|171614	gene_1511	mRNA_1511	protein_coding	0	0	1	84	0	0	0	0	2	0	0	0	0	49	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	32
jgi.p|Rhisto1|171815	gene_1519	mRNA_1519	protein_coding	0	2	1	119	0	1	0	0	3	0	0	0	0	61	0	0	0	4	1	0	0	0	0	1	0	0	0	0	1	51
jgi.p|Rhisto1|171832	gene_1518	mRNA_1518	protein_coding	0	1	4	128	0	0	1	0	3	0	0	0	2	60	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	63
jgi.p|Rhisto1|172489	gene_1544	mRNA_1544	protein_coding	0	2	1	139	0	3	0	0	0	0	0	0	0	77	0	0	0	5	1	0	0	0	0	1	0	0	0	0	1	55
jgi.p|Rhisto1|172750	gene_1551	mRNA_1551	protein_coding	0	2	1	72	0	4	0	0	0	0	0	0	0	32	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	36
jgi.p|Rhisto1|173685	gene_1581	mRNA_1581	protein_coding	0	2	0	59	0	1	0	0	0	0	0	0	0	25	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	33
jgi.p|Rhisto1|173722	gene_1582	mRNA_1582	protein_coding	0	3	0	58	0	3	0	0	0	0	0	0	0	26	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	29
jgi.p|Rhisto1|173759	gene_1583	mRNA_1583	protein_coding	0	0	0	57	0	0	0	0	1	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
jgi.p|Rhisto1|1740	gene_50	mRNA_50	protein_coding	0	2	1	69	0	1	0	0	0	0	0	0	0	27	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	40
jgi.p|Rhisto1|174065	gene_1596	mRNA_1596	protein_coding	0	1	0	88	0	0	0	0	2	0	0	0	0	38	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	42
jgi.p|Rhisto1|174143	gene_1595	mRNA_1595	protein_coding	0	5	0	79	0	1	0	0	1	0	0	0	0	36	0	0	0	6	0	0	0	0	0	2	0	0	0	0	3	37
jgi.p|Rhisto1|174205	gene_1604	mRNA_1604	protein_coding	0	1	0	59	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	34
jgi.p|Rhisto1|175681	gene_1632	mRNA_1632	protein_coding	0	0	1	99	0	2	0	0	1	0	0	0	0	47	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	47
jgi.p|Rhisto1|176197	gene_1653	mRNA_1653	protein_coding	0	3	1	91	0	3	0	0	0	0	0	0	0	49	0	0	0	4	1	0	0	0	0	3	0	0	0	0	0	35
jgi.p|Rhisto1|177007	gene_1684	mRNA_1684	protein_coding	0	3	0	100	0	3	0	0	1	0	0	0	0	56	0	0	0	8	0	0	0	0	0	1	0	0	0	0	2	33
jgi.p|Rhisto1|177935	gene_1706	mRNA_1706	protein_coding	0	1	4	52	0	0	0	0	0	0	0	0	0	18	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	34
jgi.p|Rhisto1|178105	gene_1714	mRNA_1714	protein_coding	0	4	1	100	0	2	1	0	4	0	0	0	0	28	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	66
jgi.p|Rhisto1|178318	gene_1725	mRNA_1725	protein_coding	2	0	0	85	0	3	0	0	2	0	0	0	0	28	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	50
jgi.p|Rhisto1|179880	gene_1773	mRNA_1773	protein_coding	0	1	0	59	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	35
jgi.p|Rhisto1|180331	gene_1790	mRNA_1790	protein_coding	0	3	2	108	0	0	0	0	4	0	0	0	0	50	0	0	0	3	2	0	0	0	0	3	0	0	0	0	0	54
jgi.p|Rhisto1|180400	gene_1795	mRNA_1795	protein_coding	0	2	0	67	0	5	0	0	2	0	0	0	0	29	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	31
jgi.p|Rhisto1|180615	gene_1806	mRNA_1806	protein_coding	0	8	1	61	0	0	0	0	1	0	0	0	0	39	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	21
jgi.p|Rhisto1|180805	gene_1811	mRNA_1811	protein_coding	0	2	1	83	0	0	0	0	0	0	0	0	0	39	0	0	0	3	1	0	0	0	0	0	0	0	0	0	2	41
jgi.p|Rhisto1|180953	gene_1819	mRNA_1819	protein_coding	0	0	0	98	0	0	0	0	1	0	0	0	0	48	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	48
jgi.p|Rhisto1|181983	gene_1846	mRNA_1846	protein_coding	0	4	1	84	0	1	0	0	0	1	0	0	0	23	0	0	0	6	0	0	0	0	0	2	0	0	0	0	2	56
jgi.p|Rhisto1|183120	gene_1878	mRNA_1878	protein_coding	0	5	3	97	0	2	0	0	2	0	0	0	0	52	0	0	0	1	3	0	0	0	0	1	0	0	0	0	4	40
jgi.p|Rhisto1|183409	gene_1896	mRNA_1896	protein_coding	0	0	0	84	0	3	0	0	0	0	0	0	0	22	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	56
jgi.p|Rhisto1|184996	gene_1927	mRNA_1927	protein_coding	0	1	1	67	0	3	0	0	2	0	0	0	0	27	0	0	0	3	1	0	0	0	0	0	0	0	0	0	1	32
jgi.p|Rhisto1|185537	gene_1945	mRNA_1945	protein_coding	0	3	0	61	0	0	0	0	2	0	0	0	0	19	0	0	0	3	0	0	0	0	0	2	0	0	0	0	1	39
jgi.p|Rhisto1|186355	gene_1969	mRNA_1969	protein_coding	0	1	0	92	0	0	0	0	1	0	0	0	0	37	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	47
jgi.p|Rhisto1|186627	gene_1980	mRNA_1980	protein_coding	0	1	2	185	0	5	0	0	0	0	0	0	0	83	0	0	0	4	2	0	0	0	0	0	0	0	0	0	1	93
jgi.p|Rhisto1|187170	gene_1988	mRNA_1988	protein_coding	0	2	0	64	0	0	0	0	3	0	0	0	0	32	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	28
jgi.p|Rhisto1|187288	gene_1994	mRNA_1994	protein_coding	8	19	20	215	0	8	2	0	17	1	3	0	1	108	0	6	0	13	15	0	0	0	0	6	0	5	0	0	12	73
jgi.p|Rhisto1|187412	gene_1999	mRNA_1999	protein_coding	1	2	6	161	0	3	0	0	5	0	0	0	0	69	0	1	0	0	6	0	0	0	0	0	0	0	0	0	2	84
jgi.p|Rhisto1|187493	gene_2001	mRNA_2001	protein_coding	0	8	0	113	0	0	0	0	0	0	0	0	0	31	0	0	0	17	0	0	0	0	0	5	0	0	0	0	4	69
jgi.p|Rhisto1|187658	gene_2009	mRNA_2009	protein_coding	0	0	1	108	0	1	0	0	0	0	0	0	0	55	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	50
jgi.p|Rhisto1|187880	gene_2022	mRNA_2022	protein_coding	1	1	0	72	0	1	0	0	4	0	0	0	0	35	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	32
jgi.p|Rhisto1|188016	gene_2027	mRNA_2027	protein_coding	0	1	1	86	0	2	0	0	0	0	0	0	0	49	0	0	0	5	1	0	0	0	0	0	0	0	0	0	1	30
jgi.p|Rhisto1|188093	gene_2029	mRNA_2029	protein_coding	1	5	0	155	0	8	0	0	1	0	0	0	0	34	0	0	0	14	0	0	0	0	1	1	0	0	0	0	5	99
jgi.p|Rhisto1|188636	gene_2047	mRNA_2047	protein_coding	2	1	1	148	0	6	0	0	0	0	0	1	0	71	0	2	0	2	0	0	0	0	0	1	0	0	0	0	0	70
jgi.p|Rhisto1|189727	gene_2072	mRNA_2072	protein_coding	0	3	0	92	0	1	0	0	3	0	0	0	0	56	0	0	0	2	0	0	0	0	0	2	0	0	0	0	1	32
jgi.p|Rhisto1|190305	gene_2091	mRNA_2091	protein_coding	0	0	3	127	0	8	0	0	4	0	0	0	0	65	0	0	0	7	3	0	0	0	0	0	0	0	0	0	0	43
jgi.p|Rhisto1|190717	gene_2104	mRNA_2104	protein_coding	0	0	0	88	0	0	0	0	0	0	0	0	0	40	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	47
jgi.p|Rhisto1|19104	gene_557	mRNA_557	protein_coding	0	1	2	85	0	4	0	0	0	0	0	0	0	40	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	41
jgi.p|Rhisto1|191201	gene_2118	mRNA_2118	protein_coding	0	5	0	89	0	1	0	0	0	0	0	0	0	40	0	0	0	3	0	0	0	0	0	3	0	0	0	0	2	48
jgi.p|Rhisto1|191253	gene_2121	mRNA_2121	protein_coding	0	2	0	63	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	36
jgi.p|Rhisto1|191531	gene_2132	mRNA_2132	protein_coding	0	0	0	154	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
jgi.p|Rhisto1|192151	gene_2156	mRNA_2156	protein_coding	0	3	0	136	0	1	0	0	4	0	0	0	0	57	0	0	0	6	0	0	0	0	0	2	0	0	0	0	1	69
jgi.p|Rhisto1|192384	gene_2161	mRNA_2161	protein_coding	0	0	0	94	0	0	0	0	1	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55
jgi.p|Rhisto1|192444	gene_2162	mRNA_2162	protein_coding	0	7	4	103	0	2	0	0	2	0	0	0	2	44	0	0	0	4	2	0	2	0	0	2	0	0	0	0	5	49
jgi.p|Rhisto1|19256	gene_566	mRNA_566	protein_coding	0	0	0	94	0	1	0	0	0	0	0	0	0	52	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	36
jgi.p|Rhisto1|192733	gene_2170	mRNA_2170	protein_coding	0	2	0	38	0	1	0	0	2	0	0	0	0	8	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	27
jgi.p|Rhisto1|192925	gene_2174	mRNA_2174	protein_coding	0	0	0	54	0	0	0	0	0	0	0	0	0	23	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	30
jgi.p|Rhisto1|192932	gene_2173	mRNA_2173	protein_coding	0	2	0	49	0	0	0	0	2	0	0	0	0	19	0	0	0	3	0	0	0	0	0	1	0	0	0	0	1	26
jgi.p|Rhisto1|19301	gene_567	mRNA_567	protein_coding	0	11	9	110	0	2	0	0	0	0	0	0	0	68	0	0	0	11	9	0	0	0	0	2	0	0	0	0	11	29
jgi.p|Rhisto1|193439	gene_2191	mRNA_2191	protein_coding	0	1	0	54	0	3	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	34
jgi.p|Rhisto1|19358	gene_569	mRNA_569	protein_coding	0	8	3	151	0	2	0	0	0	0	0	0	0	66	0	0	0	18	3	0	0	0	0	5	0	0	0	0	3	70
jgi.p|Rhisto1|193797	gene_2205	mRNA_2205	protein_coding	0	3	0	135	0	0	0	0	1	0	0	0	0	54	0	0	0	10	0	0	0	0	0	3	0	0	0	0	0	73
jgi.p|Rhisto1|193881	gene_2214	mRNA_2214	protein_coding	0	7	5	127	0	4	0	0	6	0	0	0	0	59	0	0	0	4	5	0	0	0	0	3	0	0	0	0	5	56
jgi.p|Rhisto1|193923	gene_2218	mRNA_2218	protein_coding	0	4	6	100	0	3	0	0	0	1	0	1	2	40	0	0	0	2	2	0	0	0	0	0	0	0	0	0	4	55
jgi.p|Rhisto1|193939	gene_2221	mRNA_2221	protein_coding	0	1	3	68	0	0	0	0	6	0	0	0	0	35	0	0	0	0	3	0	0	0	0	1	0	0	0	0	1	27
jgi.p|Rhisto1|193948	gene_2220	mRNA_2220	protein_coding	0	1	1	75	0	3	0	0	9	0	0	0	0	33	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	30
jgi.p|Rhisto1|194169	gene_2226	mRNA_2226	protein_coding	0	2	1	35	0	0	0	0	0	0	0	0	0	19	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	15
jgi.p|Rhisto1|194171	gene_2227	mRNA_2227	protein_coding	0	2	4	33	0	0	0	0	0	0	0	0	0	14	0	0	0	8	4	0	0	0	0	2	0	0	0	0	1	12
jgi.p|Rhisto1|19474	gene_570	mRNA_570	protein_coding	0	0	1	135	0	0	0	0	8	0	0	0	0	57	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	66
jgi.p|Rhisto1|19661	gene_580	mRNA_580	protein_coding	0	0	1	102	0	3	0	0	4	0	0	0	0	45	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	50
jgi.p|Rhisto1|196892	gene_2287	mRNA_2287	protein_coding	1	2	0	85	0	0	0	0	0	0	0	0	0	37	0	0	0	7	0	0	0	0	1	1	0	0	0	0	1	43
jgi.p|Rhisto1|197470	gene_2308	mRNA_2308	protein_coding	2	0	2	56	0	0	0	0	1	0	0	0	0	27	0	1	0	5	2	0	0	0	0	0	0	1	0	0	0	23
jgi.p|Rhisto1|197628	gene_2311	mRNA_2311	protein_coding	0	1	0	76	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	27
jgi.p|Rhisto1|198	gene_8	mRNA_8	protein_coding	3	1	0	151	0	0	0	0	10	0	0	0	0	37	0	3	0	3	0	0	2	0	0	1	0	0	0	0	0	100
jgi.p|Rhisto1|198126	gene_9679	mRNA_9679	protein_coding	2	3	1	108	0	1	0	0	0	0	0	0	0	51	0	2	0	3	1	0	0	0	0	2	0	0	0	0	1	55
jgi.p|Rhisto1|198266	gene_9682	mRNA_9682	protein_coding	0	3	1	65	0	0	0	0	0	0	0	0	0	27	0	0	0	3	1	0	0	0	0	1	0	0	0	0	2	36
jgi.p|Rhisto1|198607	gene_9694	mRNA_9694	protein_coding	0	7	2	79	0	0	0	0	1	0	0	0	0	49	0	0	0	8	2	0	0	0	0	2	0	0	0	0	5	23
jgi.p|Rhisto1|198815	gene_9700	mRNA_9700	protein_coding	0	1	7	53	0	0	0	0	1	0	4	1	0	16	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	36
jgi.p|Rhisto1|198827	gene_9703	mRNA_9703	protein_coding	3	12	2	64	0	6	0	0	1	0	0	0	0	32	0	0	0	24	2	0	0	3	0	6	0	0	0	0	6	10
jgi.p|Rhisto1|198855	gene_9702	mRNA_9702	protein_coding	0	4	0	76	0	0	0	0	2	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	31
jgi.p|Rhisto1|199735	gene_9738	mRNA_9738	protein_coding	0	2	2	55	0	0	0	0	0	0	0	0	0	25	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	30
jgi.p|Rhisto1|200415	gene_9754	mRNA_9754	protein_coding	0	1	3	50	0	2	0	0	0	0	0	0	0	29	0	0	0	1	3	0	0	0	0	0	0	0	0	0	1	18
jgi.p|Rhisto1|200874	gene_9766	mRNA_9766	protein_coding	0	3	2	60	0	1	0	0	7	0	0	0	0	22	0	0	0	2	2	0	0	0	0	0	0	0	0	0	3	28
jgi.p|Rhisto1|200971	gene_9771	mRNA_9771	protein_coding	0	4	2	88	0	6	0	0	0	0	0	0	0	31	0	0	0	6	2	0	0	0	0	3	0	0	0	0	1	48
jgi.p|Rhisto1|201051	gene_9773	mRNA_9773	protein_coding	0	0	0	90	0	3	0	0	3	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45
jgi.p|Rhisto1|201890	gene_9803	mRNA_9803	protein_coding	3	2	2	35	0	0	0	0	0	0	0	0	0	12	0	3	0	0	2	0	0	0	0	0	0	0	0	0	2	23
jgi.p|Rhisto1|201914	gene_9804	mRNA_9804	protein_coding	0	0	1	43	0	0	0	0	1	0	0	0	0	19	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	23
jgi.p|Rhisto1|203149	gene_9836	mRNA_9836	protein_coding	0	1	2	110	0	4	0	0	0	0	0	0	0	49	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	57
jgi.p|Rhisto1|203261	gene_9838	mRNA_9838	protein_coding	0	0	0	96	0	2	0	0	5	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40
jgi.p|Rhisto1|204308	gene_9871	mRNA_9871	protein_coding	0	1	1	87	0	3	0	0	3	0	0	0	0	33	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	48
jgi.p|Rhisto1|204793	gene_9896	mRNA_9896	protein_coding	0	3	6	93	0	0	0	0	1	0	0	0	2	37	0	0	0	3	4	0	0	0	0	0	0	0	0	0	3	52
jgi.p|Rhisto1|205065	gene_9907	mRNA_9907	protein_coding	0	1	1	71	0	1	0	0	1	0	0	0	0	35	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	32
jgi.p|Rhisto1|205971	gene_9934	mRNA_9934	protein_coding	0	7	2	82	0	0	0	0	0	0	0	0	0	35	0	0	0	9	2	0	0	0	0	1	0	0	0	0	6	39
jgi.p|Rhisto1|206107	gene_9943	mRNA_9943	protein_coding	2	1	1	122	0	0	0	0	0	0	0	0	0	32	0	2	0	5	1	0	0	0	0	0	2	0	0	0	1	85
jgi.p|Rhisto1|206498	gene_9958	mRNA_9958	protein_coding	0	1	0	83	0	0	0	0	1	0	0	0	0	55	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	24
jgi.p|Rhisto1|207409	gene_9977	mRNA_9977	protein_coding	0	0	1	81	0	7	0	0	1	0	0	0	0	43	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	29
jgi.p|Rhisto1|208066	gene_10885	mRNA_10885	protein_coding	1	1	0	69	0	1	0	0	0	0	0	0	0	25	0	0	0	4	0	0	0	1	0	2	0	0	0	0	0	41
